1010000	7.158658349299457
1012000	6.559502020419072
1014000	6.089817187819642
1016000	5.708748804160156
1018000	5.39160108433188
1020000	5.1224396355849935
1022000	4.889506114933686
1024000	4.686273517146304
1026000	4.506098856353174
1028000	4.345429564858642
1030000	4.200977002566757
1032000	4.069534287941901
1034000	3.9488674500370293
1036000	3.840579497765923
1038000	3.7387467563825347
1040000	3.6452091781904485
1042000	3.5595073050976924
1044000	3.4774542235200547
1046000	3.4033585519244474
1048000	3.3325278430249656
1050000	3.2654672504455107
1052000	3.2024234989012723
1054000	3.1444352863627505
1056000	3.087603762394228
1058000	3.0341088388706083
1060000	2.9843328374818308
1062000	2.9365419962478376
1064000	2.8888148679148813
1066000	2.845627791703903
1068000	2.8043841699926895
1070000	2.7629824085033565
1072000	2.726499642750281
1074000	2.689950100689549
1076000	2.653552323824827
1078000	2.6198346768370726
1080000	2.58638420102361
1082000	2.5558671957404493
1084000	2.524337212253998
1086000	2.4980202365064614
1088000	2.4797788640541008
